rabinkarp_time,rabinkarp_memory,rabinkarp_iterations,kmp_time,kmp_memory,kmp_iterations
0.0012214999999999865,400.0,868.0,0.0017423000000000854,400.0,1037.0
0.00314139999999985,656.0,878.0,0.0006317000000000128,656.0,1052.0
0.0015148000000000383,592.0,888.0,0.0006957000000000768,592.0,1081.0
0.0018849999999999145,304.0,898.0,0.0006625000000000103,304.0,1060.0
0.0026332999999998385,368.0,908.0,0.0006646000000003482,368.0,1114.0
0.0012734999999999275,272.0,918.0,0.0008004999999999818,272.0,1116.0
0.0012216000000000449,368.0,928.0,0.0006499999999998174,368.0,1105.0
0.0012364000000002484,304.0,938.0,0.0006588000000000704,304.0,1119.0
0.0012528000000000539,464.0,948.0,0.000680299999999967,464.0,1143.0
0.0012701000000001628,592.0,958.0,0.0006724999999998538,592.0,1137.0
0.0012892999999998267,688.0,968.0,0.0006930000000000547,688.0,1159.0
0.0012870000000000381,400.0,978.0,0.0006747000000002501,400.0,1143.0
0.0013111999999999568,592.0,988.0,0.0007094000000003042,592.0,1191.0
0.0013170000000002346,432.0,998.0,0.0006980999999997017,432.0,1180.0
0.0013310999999998074,432.0,1008.0,0.0006982999999998185,432.0,1185.0
0.0013337999999998296,272.0,1018.0,0.0007171000000001371,272.0,1216.0
0.0013575000000001225,560.0,1028.0,0.0007491000000001691,560.0,1255.0
0.0030101000000000155,560.0,1038.0,0.0008299999999996643,560.0,1260.0
0.0018648000000003329,432.0,1048.0,0.0007714000000000887,432.0,1249.0
0.00300060000000002,592.0,1058.0,0.0007836000000001064,592.0,1256.0
0.0021626000000001255,592.0,1068.0,0.0007851999999997084,592.0,1264.0
0.0015545999999999616,400.0,1078.0,0.0007901000000001268,400.0,1301.0
0.0014764000000000443,432.0,1088.0,0.0008019999999997474,432.0,1315.0
0.0014782000000002071,432.0,1098.0,0.0007882000000001277,432.0,1300.0
0.0014963999999997313,560.0,1108.0,0.0007995000000002861,560.0,1313.0
0.0015000000000000568,368.0,1118.0,0.0008044000000002605,368.0,1328.0
0.001527500000000348,464.0,1128.0,0.0008149999999997881,464.0,1344.0
0.0015464999999998952,656.0,1138.0,0.0008243000000001111,656.0,1356.0
0.001615500000000214,560.0,1148.0,0.0008382000000000112,560.0,1375.0
0.001584600000000158,464.0,1158.0,0.0008532999999997237,464.0,1399.0
0.0015689000000000952,400.0,1168.0,0.0008662000000003722,400.0,1423.0
0.0016059999999997743,656.0,1178.0,0.0008623999999999299,656.0,1411.0
0.0016161999999999566,720.0,1188.0,0.0008595000000002351,720.0,1407.0
0.0016240000000000698,560.0,1198.0,0.000859200000000282,560.0,1415.0
0.0016449000000000602,688.0,1208.0,0.0008856999999999893,688.0,1445.0
0.0016544999999998922,400.0,1218.0,0.0008895999999998239,400.0,1459.0
0.0021092999999998696,752.0,1228.0,0.0008887999999998009,752.0,1453.0
0.0016704000000000718,432.0,1238.0,0.0009057999999999566,432.0,1486.0
0.0016861000000001347,368.0,1248.0,0.0009116999999996267,368.0,1498.0
0.001710200000000217,464.0,1258.0,0.0009220000000000894,464.0,1510.0
0.0017288999999998111,888.0,1268.0,0.0014685000000000947,888.0,1501.0
0.001726999999999812,560.0,1278.0,0.0009500999999998427,560.0,1552.0
0.0017380999999998537,400.0,1288.0,0.0009464000000001249,400.0,1559.0
0.0017711999999998618,752.0,1298.0,0.0009681999999999746,752.0,1574.0
0.0017743999999999538,560.0,1308.0,0.0009529000000001453,560.0,1563.0
0.0018208999999997921,624.0,1318.0,0.0009727000000001595,624.0,1590.0
0.0018025999999999875,560.0,1328.0,0.000980300000000156,560.0,1605.0
0.0018238999999997674,688.0,1338.0,0.0009687000000000445,688.0,1591.0
0.0018257999999997665,624.0,1348.0,0.000972299999999926,624.0,1599.0
0.0017616999999998662,752.0,1358.0,0.0009436999999996587,752.0,1621.0
0.0017587999999997272,368.0,1368.0,0.0009421999999998931,368.0,1635.0
0.001809100000000008,592.0,1378.0,0.0009681000000001383,592.0,1664.0
0.001892600000000133,720.0,1388.0,0.000937600000000316,720.0,1623.0
0.0018672999999997941,752.0,1398.0,0.0009668999999998817,752.0,1664.0
0.0018436999999997816,464.0,1408.0,0.000981399999999688,464.0,1691.0
0.0018389000000000877,888.0,1418.0,0.0009895000000001986,888.0,1694.0
0.0018812999999999747,464.0,1428.0,0.001235799999999898,464.0,1707.0
0.0018669000000000047,784.0,1438.0,0.0010231000000002766,784.0,1747.0
0.001947799999999944,624.0,1448.0,0.000989899999999988,624.0,1712.0
0.001867799999999864,400.0,1458.0,0.0009917999999999871,400.0,1724.0
0.001891799999999666,432.0,1468.0,0.0010167999999999289,432.0,1761.0
0.0019018000000001756,560.0,1478.0,0.0010145999999999766,560.0,1758.0
0.0019236000000000253,688.0,1488.0,0.0010470000000002422,688.0,1798.0
0.0019480000000000608,752.0,1498.0,0.0010160999999997422,752.0,1789.0
0.0019030000000004321,624.0,1508.0,0.0010859999999999204,624.0,1802.0
0.0019252000000000713,688.0,1518.0,0.0010278999999999705,688.0,1806.0
0.001927500000000304,592.0,1528.0,0.0010346000000001077,592.0,1830.0
0.001951800000000059,888.0,1538.0,0.0010384999999999422,888.0,1825.0
0.0019634000000001706,784.0,1548.0,0.0010350999999997335,784.0,1822.0
0.0019556000000000573,560.0,1558.0,0.001024000000000136,560.0,1818.0
0.0021323999999998122,752.0,1568.0,0.0010641000000002343,752.0,1872.0
0.0019990999999999204,888.0,1578.0,0.0010756999999999017,888.0,1842.0
0.002396599999999971,656.0,1588.0,0.0010794999999999,656.0,1902.0
0.0020103000000002424,624.0,1598.0,0.0010704999999999742,624.0,1897.0
0.002277100000000143,656.0,1608.0,0.0010729000000000433,656.0,1901.0
0.0020343999999998807,560.0,1618.0,0.0011376999999996862,560.0,1918.0
0.002041399999999971,464.0,1628.0,0.0011744999999998562,464.0,1956.0
0.002085899999999974,888.0,1638.0,0.0011712999999997642,888.0,1953.0
0.00208649999999988,752.0,1648.0,0.0011323999999999224,752.0,1987.0
0.0020856000000000208,464.0,1658.0,0.0011742999999997394,464.0,2003.0
0.0021010000000001305,720.0,1668.0,0.0011128999999998612,720.0,1969.0
0.002097099999999852,432.0,1678.0,0.001154699999999842,432.0,1978.0
0.0021365000000002077,720.0,1688.0,0.001402699999999868,720.0,2039.0
0.0021900999999999726,720.0,1698.0,0.0011578000000000976,720.0,2040.0
0.002146699999999946,656.0,1708.0,0.0016116999999997716,656.0,2042.0
0.00296279999999971,752.0,1718.0,0.0011847999999998748,752.0,2068.0
0.0024304000000001658,952.0,1728.0,0.0011801999999998536,952.0,2051.0
0.002458499999999919,784.0,1738.0,0.0012198999999997184,784.0,2104.0
0.002229400000000048,952.0,1748.0,0.0012078999999998175,952.0,2085.0
0.0022321999999999065,752.0,1758.0,0.0012799000000001115,752.0,2116.0
0.0023599999999999177,752.0,1768.0,0.0012737999999998806,752.0,2104.0
0.0023477000000000636,592.0,1778.0,0.0012353000000002723,592.0,2088.0
0.002422500000000216,888.0,1788.0,0.0012892999999998267,888.0,2133.0
0.002373900000000262,560.0,1798.0,0.001443000000000083,560.0,2166.0
0.0024285000000001666,784.0,1808.0,0.001294400000000362,784.0,2143.0
0.0024006999999999223,432.0,1818.0,0.0012856999999999452,432.0,2171.0
0.002416100000000032,720.0,1828.0,0.0013415000000001065,720.0,2223.0
0.0025071999999997097,624.0,1838.0,0.0013005000000001488,624.0,2188.0
0.002494199999999669,984.0,1848.0,0.0013455000000002215,984.0,2214.0
0.002573100000000217,752.0,1858.0,0.00136219999999998,752.0,2245.0
0.0024636000000000102,624.0,1868.0,0.0013504000000001959,624.0,2246.0
0.0024687000000001014,688.0,1878.0,0.0013684000000000474,688.0,2254.0
0.0024003999999999692,688.0,1888.0,0.0013024000000001479,688.0,2270.0
0.0024078999999996853,720.0,1898.0,0.0012828000000002504,720.0,2238.0
0.002409999999999801,688.0,1908.0,0.0013849000000001332,688.0,2266.0
0.0024188999999998906,560.0,1918.0,0.0013198000000000931,560.0,2266.0
0.002457199999999826,720.0,1928.0,0.0013345000000000162,720.0,2312.0
0.0024551999999999907,784.0,1938.0,0.0013174999999998604,784.0,2296.0
0.0024823999999998847,984.0,1948.0,0.0013423999999999658,984.0,2321.0
0.0024948999999998556,920.0,1958.0,0.0013441000000002923,920.0,2314.0
0.0026900999999996955,1144.0,1968.0,0.001441400000000037,1144.0,2372.0
0.002617199999999986,984.0,1978.0,0.0013605000000000977,984.0,2350.0
0.0026117000000001056,920.0,1988.0,0.0013723999999997183,920.0,2369.0
0.00251580000000029,720.0,1998.0,0.0013888999999998042,720.0,2410.0
0.0025673999999997754,1016.0,2008.0,0.0014107999999999343,1016.0,2425.0
0.002541100000000185,592.0,2018.0,0.001791499999999946,592.0,2427.0
0.0026274000000001685,656.0,2028.0,0.0013900000000002244,656.0,2432.0
0.0028012999999997845,784.0,2038.0,0.001377900000000043,784.0,2402.0
0.0025477000000000416,752.0,2048.0,0.0014121999999998636,752.0,2448.0
0.0025048000000000847,688.0,2058.0,0.0014546000000001946,688.0,2465.0
0.002476099999999981,1048.0,2068.0,0.002196899999999946,1048.0,2448.0
0.0027534999999998533,624.0,2078.0,0.0015876000000001333,624.0,2485.0
0.0024852000000001873,912.0,2088.0,0.0014447999999998018,912.0,2508.0
0.0024671999999998917,656.0,2098.0,0.001537400000000133,656.0,2552.0
0.0026157000000002206,688.0,2108.0,0.0015184999999999782,688.0,2532.0
0.0028231000000000783,720.0,2118.0,0.0015176999999999552,720.0,2524.0
0.002656599999999898,784.0,2128.0,0.0015948000000003404,784.0,2535.0
0.0026353999999999544,688.0,2138.0,0.0014902999999999444,688.0,2506.0
0.002670699999999915,784.0,2148.0,0.0015312000000000658,784.0,2543.0
0.00270349999999997,1112.0,2158.0,0.00160859999999996,1112.0,2577.0
0.0031584000000002277,656.0,2168.0,0.001547799999999988,656.0,2584.0
0.0027360000000000717,920.0,2178.0,0.0019393000000000882,920.0,2601.0
0.0027414999999999523,984.0,2188.0,0.0015863000000000405,984.0,2616.0
0.00297180000000008,1016.0,2198.0,0.001593100000000014,1016.0,2612.0
0.0026119000000002224,888.0,2208.0,0.0015209999999998836,888.0,2625.0
0.0026351000000000013,688.0,2218.0,0.0015273000000002313,688.0,2659.0
0.0026727000000001944,1112.0,2228.0,0.001540299999999828,1112.0,2657.0
0.002652899999999736,920.0,2238.0,0.0015621000000001217,920.0,2673.0
0.0027983000000002534,888.0,2248.0,0.0015497999999998235,888.0,2681.0
0.0038621000000000905,984.0,2258.0,0.0018203999999997222,984.0,2684.0
0.0027136000000003158,1352.0,2268.0,0.0019046999999998704,1352.0,2711.0
0.0034356999999998195,952.0,2278.0,0.0016191000000000955,952.0,2692.0
0.003153399999999973,920.0,2288.0,0.001665099999999864,920.0,2739.0
0.0032087000000000643,1112.0,2298.0,0.0017685000000002837,1112.0,2744.0
0.002994499999999789,1048.0,2308.0,0.001783800000000113,1048.0,2726.0
0.00308860000000033,752.0,2318.0,0.001684599999999925,752.0,2784.0
0.003098499999999671,1080.0,2328.0,0.0018007999999998248,1080.0,2804.0
0.003045900000000046,1048.0,2338.0,0.0017854999999999954,1048.0,2804.0
0.0031574999999999243,1080.0,2348.0,0.001748599999999989,1080.0,2777.0
0.0029504000000000197,984.0,2358.0,0.0017031000000002905,984.0,2801.0
0.0030336000000001917,720.0,2368.0,0.00170989999999982,720.0,2837.0
0.0030381000000003766,1080.0,2378.0,0.001738999999999713,1080.0,2863.0
0.0032982999999999763,952.0,2388.0,0.0019756000000001883,952.0,2862.0
0.003081200000000006,1048.0,2398.0,0.0017724000000001183,1048.0,2837.0
0.0030767999999996576,1080.0,2408.0,0.001846199999999687,1080.0,2874.0
0.0031262999999999153,952.0,2418.0,0.0018034000000000106,952.0,2888.0
0.0031039000000001593,920.0,2428.0,0.0018268000000003504,920.0,2931.0
0.0031208000000000347,784.0,2438.0,0.0018424000000001328,784.0,2902.0
0.0031775000000000553,984.0,2448.0,0.0018240000000000478,984.0,2911.0
0.003125700000000009,784.0,2458.0,0.001870999999999956,784.0,2921.0
0.003166800000000247,720.0,2468.0,0.0018676000000001913,720.0,2997.0
0.00318990000000019,752.0,2478.0,0.001835799999999832,752.0,2957.0
0.0031665999999996863,784.0,2488.0,0.001800599999999708,784.0,2977.0
0.0031042999999999488,952.0,2498.0,0.0018413000000001567,952.0,2986.0
0.003583799999999915,688.0,2508.0,0.0018065999999996585,688.0,2991.0
0.0032877000000000045,720.0,2518.0,0.0020223999999999798,720.0,3010.0
0.003271500000000316,720.0,2528.0,0.0020311999999997887,720.0,3028.0
0.0031734999999999403,1016.0,2538.0,0.0018316000000000443,1016.0,3006.0
0.0032058999999997617,1016.0,2548.0,0.0019518999999998954,1016.0,3025.0
0.003380300000000336,624.0,2558.0,0.0018340000000001133,624.0,3065.0
0.003242000000000189,720.0,2568.0,0.0019512999999999892,720.0,3093.0
0.003290500000000307,752.0,2578.0,0.0019304999999998351,752.0,3068.0
0.0033682999999999907,984.0,2588.0,0.0019161000000003092,984.0,3077.0
0.0037405000000001465,688.0,2598.0,0.0019374999999999254,688.0,3090.0
0.0033520000000000216,888.0,2608.0,0.00202940000000007,888.0,3107.0
0.0033867000000000758,1080.0,2618.0,0.001966699999999655,1080.0,3077.0
0.003385499999999819,952.0,2628.0,0.0020039000000000584,952.0,3113.0
0.0034392000000003087,920.0,2638.0,0.002032100000000092,920.0,3142.0
0.003392300000000237,888.0,2648.0,0.0019615000000001714,888.0,3134.0
0.003322199999999942,1016.0,2658.0,0.002020099999999747,1016.0,3224.0
0.003336099999999842,1144.0,2668.0,0.0021452000000001803,1144.0,3191.0
0.0033354999999999357,784.0,2678.0,0.0020015999999998257,784.0,3181.0
0.004454899999999817,952.0,2688.0,0.0019787,952.0,3188.0
0.0033446999999999782,752.0,2698.0,0.002177999999999791,752.0,3201.0
0.0033746999999997307,920.0,2708.0,0.0020435999999999233,920.0,3243.0
0.003417699999999968,720.0,2718.0,0.0020476999999998746,720.0,3242.0
0.0034196999999998035,1384.0,2728.0,0.0020649999999999835,1384.0,3270.0
0.003932199999999941,984.0,2738.0,0.0020569999999997535,984.0,3287.0
0.0034199999999997566,952.0,2748.0,0.0020422999999998304,952.0,3270.0
0.0034358000000001,1320.0,2758.0,0.002875799999999984,1320.0,3235.0
0.003705999999999765,1288.0,2768.0,0.0020871999999996227,1288.0,3311.0
0.003451800000000116,888.0,2778.0,0.002068099999999795,888.0,3299.0
0.003577200000000058,1144.0,2788.0,0.0021215000000003315,1144.0,3326.0
0.003484600000000171,1256.0,2798.0,0.0022069000000000116,1256.0,3328.0
0.0035221000000000835,1352.0,2808.0,0.002085099999999951,1352.0,3331.0
0.0035308999999998925,1048.0,2818.0,0.0020826000000000455,1048.0,3345.0
0.0053978999999997335,1112.0,2828.0,0.004394800000000032,1112.0,3379.0
0.0035351999999999606,656.0,2838.0,0.0020934999999999704,656.0,3381.0
0.004062899999999647,1112.0,2848.0,0.0021602000000000565,1112.0,3405.0
0.003569399999999945,1080.0,2858.0,0.002124900000000096,1080.0,3392.0
0.003575800000000129,1080.0,2868.0,0.002853200000000111,1080.0,3403.0
0.006398899999999763,1320.0,2878.0,0.0021647000000002414,1320.0,3421.0
0.003628599999999871,1384.0,2888.0,0.0027205000000001256,1384.0,3460.0
0.0036240000000002937,1048.0,2898.0,0.002185700000000068,1048.0,3472.0
0.003622200000000131,984.0,2908.0,0.0022193999999999825,984.0,3498.0
0.003605199999999975,776.0,2918.0,0.002131299999999836,776.0,3505.0
0.004202199999999934,1256.0,2928.0,0.002180599999999977,1256.0,3487.0
0.003716700000000017,1112.0,2938.0,0.0028125000000001066,1112.0,3555.0
0.003716100000000111,1320.0,2948.0,0.00223799999999974,1320.0,3540.0
0.0037740999999997804,1544.0,2958.0,0.002340600000000137,1544.0,3539.0
0.003732399999999636,784.0,2968.0,0.0021458000000000865,784.0,3523.0
0.009468699999999775,1080.0,2978.0,0.0022068000000001753,1080.0,3515.0
0.0037723000000000617,1664.0,2988.0,0.002317399999999914,1664.0,3567.0
0.0037460999999998634,1256.0,2998.0,0.0022130000000002426,1256.0,3541.0
0.0037416000000001226,1016.0,3008.0,0.0022439999999996907,1016.0,3586.0
0.0038393999999999373,1080.0,3018.0,0.0022858000000001155,1080.0,3636.0
0.0038585999999996012,1080.0,3028.0,0.0022864000000000217,1080.0,3632.0
0.0035967999999999556,920.0,3038.0,0.0023404999999998566,920.0,3671.0
0.004184700000000152,1416.0,3048.0,0.002405600000000341,1416.0,3667.0
0.0037459000000001907,984.0,3058.0,0.00216010000000022,984.0,3651.0
0.003860699999999717,920.0,3068.0,0.0023553999999998965,920.0,3654.0
0.0043280000000001095,1080.0,3078.0,0.0021815000000007245,1080.0,3650.0
0.004493800000000547,1288.0,3088.0,0.0021941000000005317,1288.0,3666.0
0.003699000000000119,1480.0,3098.0,0.0022418000000001825,1480.0,3668.0
0.003903600000000118,1696.0,3108.0,0.002338700000000138,1696.0,3709.0
0.004084399999999988,1384.0,3118.0,0.002914199999999312,1384.0,3724.0
0.0039047999999999305,920.0,3128.0,0.0023346000000001865,920.0,3728.0
0.003910899999999273,1256.0,3138.0,0.002354500000000037,1256.0,3745.0
0.004300699999999935,984.0,3148.0,0.0023786000000001195,984.0,3793.0
0.004021700000000017,1384.0,3158.0,0.002350999999999992,1384.0,3741.0
0.003968000000000416,1512.0,3168.0,0.0023847000000003504,1512.0,3783.0
0.003951400000000049,1256.0,3178.0,0.0023276999999994885,1256.0,3794.0
0.0038650000000002294,1112.0,3188.0,0.0030706000000000344,1112.0,3819.0
0.003923400000000576,1288.0,3198.0,0.0023454999999996673,1288.0,3849.0
0.003930999999999685,1256.0,3208.0,0.0023404000000004643,1256.0,3794.0
0.003942799999999913,1664.0,3218.0,0.0023282000000000025,1664.0,3788.0
0.003937099999999916,1352.0,3228.0,0.0023718999999999824,1352.0,3850.0
0.004020800000000158,1352.0,3238.0,0.0023274000000004236,1352.0,3812.0
0.004253999999999536,1480.0,3248.0,0.002397699999999503,1480.0,3903.0
0.003890300000000124,1288.0,3258.0,0.0023029999999995,1288.0,3860.0
0.004189799999999799,1112.0,3268.0,0.002309400000000572,1112.0,3887.0
0.003925799999999313,1416.0,3278.0,0.002502199999999455,1416.0,3896.0
0.004008999999999929,1384.0,3288.0,0.002328300000000283,1384.0,3909.0
0.003990299999999891,1320.0,3298.0,0.0024262999999997703,1320.0,3954.0
0.004430800000000623,1384.0,3308.0,0.002379300000000306,1384.0,3902.0
0.004083099999999895,1352.0,3318.0,0.0023919000000001134,1352.0,3969.0
0.0040407999999994,1256.0,3328.0,0.0023854999999999293,1256.0,3968.0
0.004003299999999932,1448.0,3338.0,0.002401700000000062,1448.0,4002.0
0.0041149000000002545,1288.0,3348.0,0.002412599999999543,1288.0,3975.0
0.0055842999999997645,1544.0,3358.0,0.0025516000000003203,1544.0,4003.0
0.004428700000000063,1480.0,3368.0,0.0024423000000002304,1480.0,3986.0
0.004257200000000516,952.0,3378.0,0.0024788000000004473,952.0,4033.0
0.004132699999999545,1288.0,3388.0,0.0024284000000003303,1288.0,4048.0
0.007388200000000289,1384.0,3398.0,0.004784599999999806,1384.0,4044.0
0.009639799999999532,1416.0,3408.0,0.0025625000000006892,1416.0,4067.0
0.0043911999999997064,1288.0,3418.0,0.002555000000000085,1288.0,4076.0
0.0042605,1288.0,3428.0,0.002588599999999275,1288.0,4110.0
0.005492799999999853,1320.0,3438.0,0.0025687000000003124,1320.0,4106.0
0.0042829000000006445,1320.0,3448.0,0.0025814999999997923,1320.0,4105.0
0.0044208000000001135,1256.0,3458.0,0.0026266999999995377,1256.0,4172.0
0.0044517000000006135,1352.0,3468.0,0.002619499999999775,1352.0,4156.0
0.004422899999999785,1112.0,3478.0,0.00253070000000033,1112.0,4078.0
0.004492100000000221,1144.0,3488.0,0.002620900000000148,1144.0,4180.0
0.004438299999999451,1512.0,3498.0,0.002600399999999503,1512.0,4146.0
0.004354999999999443,1256.0,3508.0,0.0026330999999997218,1256.0,4188.0
0.004385400000000317,1256.0,3518.0,0.002576399999999701,1256.0,4213.0
0.004286700000000643,1048.0,3528.0,0.0025991999999996906,1048.0,4236.0
0.00429820000000003,1352.0,3538.0,0.0025754000000004496,1352.0,4213.0
0.004316900000000068,1256.0,3548.0,0.002676100000000403,1256.0,4227.0
0.004328900000000857,1112.0,3558.0,0.002692600000000489,1112.0,4262.0
0.004382699999999851,1144.0,3568.0,0.0028191999999993556,1144.0,4257.0
0.004356000000000471,1480.0,3578.0,0.0027062999999998283,1480.0,4294.0
0.004393799999999892,1144.0,3588.0,0.002494999999999692,1144.0,4254.0
0.004484399999999944,1048.0,3598.0,0.002561899999999895,1048.0,4272.0
0.004298699999999656,1256.0,3608.0,0.002586799999999556,1256.0,4306.0
0.004309699999999417,1288.0,3618.0,0.002584099999999978,1288.0,4347.0
0.004313299999999742,1352.0,3628.0,0.0025898999999993677,1352.0,4339.0
0.004442599999999963,1288.0,3638.0,0.0025669000000005937,1288.0,4302.0
0.004450799999999866,1256.0,3648.0,0.002609900000000387,1256.0,4357.0
0.0048114999999997465,1288.0,3658.0,0.002589699999999695,1288.0,4376.0
0.004452699999999865,1288.0,3668.0,0.002609699999999826,1288.0,4376.0
0.004387000000000363,1512.0,3678.0,0.0026200000000002888,1512.0,4383.0
0.004391400000000267,1288.0,3688.0,0.002610699999999966,1288.0,4377.0
